City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
270,Hami,CN,2021-09-26 20:55:31,42.8,93.45,61.79,22,0,5.64
271,Dukat,RU,2021-09-26 20:55:31,62.55,155.55,24.84,86,91,3.74
272,Yulara,AU,2021-09-26 20:55:32,-25.2406,130.9889,66.04,22,51,0.0
273,Tessalit,ML,2021-09-26 20:55:32,20.1986,1.0114,90.88,14,3,13.47
274,Vanimo,PG,2021-09-26 20:55:32,-2.6741,141.3028,77.38,90,100,3.98
275,Acajutla,SV,2021-09-26 20:55:33,13.5928,-89.8275,84.58,72,86,4.85
276,Vallenar,CL,2021-09-26 20:55:33,-28.5708,-70.7581,84.88,17,0,7.34
277,Goma,CD,2021-09-26 20:55:33,-1.6792,29.2228,62.51,90,90,2.91
278,Hofn,IS,2021-09-26 20:55:07,64.2539,-15.2082,44.55,73,60,4.03
279,Shimoda,JP,2021-09-26 20:55:34,34.6667,138.95,64.11,84,25,15.21
280,Pevek,RU,2021-09-26 20:55:34,69.7008,170.3133,30.6,93,100,18.63
281,Nome,US,2021-09-26 20:55:35,64.5011,-165.4064,36.16,76,100,14.79
282,Rantepao,ID,2021-09-26 20:55:35,-2.9701,119.8978,65.34,98,89,2.06
283,Byron Bay,AU,2021-09-26 20:54:48,-28.65,153.6167,58.89,63,100,11.3
284,Gamba,GA,2021-09-26 20:55:35,-2.65,10.0,75.58,87,99,5.1
285,Vostok,RU,2021-09-26 20:55:36,46.4856,135.8833,44.1,93,49,3.53
286,Bubaque,GW,2021-09-26 20:55:20,11.2833,-15.8333,83.35,75,100,10.16
287,Meulaboh,ID,2021-09-26 20:55:36,4.1363,96.1285,74.25,93,100,6.46
288,Cremlingen,DE,2021-09-26 20:55:36,52.25,10.65,67.77,84,75,1.01
289,Oktyabrskoye,RU,2021-09-26 20:55:37,43.0645,44.7417,44.74,93,0,6.71
290,Geraldton,AU,2021-09-26 20:55:37,-28.7667,114.6,59.13,77,40,8.05
291,Mporokoso,ZM,2021-09-26 20:55:37,-9.3727,30.125,72.99,33,85,4.38
292,Gigmoto,PH,2021-09-26 20:55:38,13.7796,124.39,79.34,87,100,2.33
293,Luwuk,ID,2021-09-26 20:55:38,-0.9516,122.7875,76.17,82,100,3.94
294,Murgab,TM,2021-09-26 20:55:38,37.4966,61.9714,69.67,49,40,16.11
